Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Bag/Case material (product.metafields.shopify.bag-case-material),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Fit (product.metafields.shopify.fit),Neckline (product.metafields.shopify.neckline),Pants length type (product.metafields.shopify.pants-length-type),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
women-brown-u-shaped-ribbed-tank-top,,,,,,,,,s,,,,,,,,LV-21-WBURTT-S,100.0,shopify,0,deny,manual,150.00,300.00,true,false,,,,,'55759983173110,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/U-Shape-BrownBack.png?v=1755555569,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,130.00,
women-brown-u-shaped-ribbed-tank-top,,,,,,,,,m,,,,,,,,LV-21-WBURTT-M,100.0,shopify,0,deny,manual,150.00,300.00,true,false,,,,,'55759983205878,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/TANKTOPS2Artboard16-100.jpg?v=1755555569,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,130.00,
women-brown-u-shaped-ribbed-tank-top,,,,,,,,,l,,,,,,,,LV-21-WBURTT-L,100.0,shopify,0,deny,manual,150.00,300.00,true,false,,,,,'55759983338646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,130.00,
women-baby-blue-u-shaped-ribbed-tank-top,Women Wide Neck Ribbed Tank Top - Baby Blue,"<p>Designed to contour your body without feeling tight, our Ribbed Tank Top is a modern essential. Made from soft, stretchy ribbed cotton that stays comfortable all day.</p>
<p>Design: Wide Neck<br>Fabric Type: Ribbed Cotton<br>Fit: Body Contouring<br>Gender: Women</p>
<p>Model is 167 cm, wearing size small</p>
<p><strong>Size Chart</strong></p>
<p><strong><img alt="""" src=""https://cdn.shopify.com/s/files/1/0609/9238/9206/files/U-Shaped_Tank_Top.jpg?v=1764098159""></strong></p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > Tank Tops,Wide Neck Tank Top,"",true,Size,xs,product.metafields.shopify.size,,,,,,,WN-RB-TT-BBL-XS,100.0,shopify,2,deny,manual,399.00,,true,false,,,,,'55759981484438,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/WideNeckRibbedBabyBlue.png?v=1775008965,1,"",false,,,212,,,,,,,,,,,,,,,,,stretchable,blue,cotton,,round,,xs; s; m; l,sleeveless,,,,,,,,,kg,,130.00,active
women-baby-blue-u-shaped-ribbed-tank-top,,,,,,,,,s,,,,,,,,WN-RB-TT-BBL-S,100.0,shopify,5,deny,manual,399.00,,true,false,,,,,'55759981517206,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/WideNeckRibbedBabyBlue_2.png?v=1775008965,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,130.00,
women-baby-blue-u-shaped-ribbed-tank-top,,,,,,,,,m,,,,,,,,WN-RB-TT-BBL-M,100.0,shopify,0,deny,manual,399.00,,true,false,,,,,'55759981649974,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/WideNeckRibbedBabyBlue_4.png?v=1775008965,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,130.00,
women-baby-blue-u-shaped-ribbed-tank-top,,,,,,,,,l,,,,,,,,WN-RB-TT-BBL-L,100.0,shopify,0,deny,manual,399.00,,true,false,,,,,'55759981782742,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/WideNeckRibbedBabyBlue_3.png?v=1775008965,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,130.00,
women-white-crewneck-ribbed-tank-top,Women Crewneck Ribbed Tank Top - White,"<p>Designed to contour your body without feeling tight, our Ribbed Tank Top is a modern essential. Made from soft, stretchy ribbed cotton that stays comfortable all day.</p>
<p>Design: Crewneck<br>Fabric Type: Ribbed Cotton<br>Fit: Body Contouring<br>Gender: Women</p>
<p>Model is 164 cm, wearing size small</p>
<p><strong>Size Chart</strong></p>
<p><img src=""https://cdn.shopify.com/s/files/1/0609/9238/9206/files/6_bea3ddd3-376c-4a3b-bd22-34cf53527237.png?v=1778348637"" alt=""""></p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > Tank Tops,Crewneck Tank Top,"",true,Size,s,product.metafields.shopify.size,,,,,,,CN-RB-TT-WHT-S,100.0,shopify,4,deny,manual,399.00,,true,false,,,,,'55759985178006,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/3_50ddd5a7-2f43-42e7-8c57-cd5dff9aebdb.png?v=1777877413,1,"",false,,,212,,,,,,,,,,,,,,,,,stretchable,white,cotton,,round,,s; m; l; xl,sleeveless,,,,,,,,,kg,,,active
women-white-crewneck-ribbed-tank-top,,,,,,,,,m,,,,,,,,CN-RB-TT-WHT-M,100.0,shopify,5,deny,manual,399.00,,true,false,,,,,'55759995210774,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/8_e73f1df4-75f7-432a-bd7f-d13748ae612a.png?v=1777877413,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
women-white-crewneck-ribbed-tank-top,,,,,,,,,l,,,,,,,,CN-RB-TT-WHT-L,100.0,shopify,5,deny,manual,399.00,,true,false,,,,,'55759995343542,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/SummerProducts-WomenTops2_1.png?v=1777877874,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
women-white-crewneck-ribbed-tank-top,,,,,,,,,xl,,,,,,,,CN-RB-TT-WHT-XS,100.0,shopify,5,deny,manual,399.00,,true,false,,,,,'55759985045238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
oversize-unisex-t-shirt-tora-zu-copy,Oversized Unisex T-Shirt – Tokyo Streets,"<p>Elevate your wardrobe with the Light-Weight Oversized Unisex T-Shirt. Built to last beyond the season, made out of 100% cotton with a light, premium feel. Designed for comfort and everyday wear.</p>
<p>High Quality: 100% Parasola Cotton<br>Fabric weight: 180 GSM<br>Fit: Oversized fit<br>Gender: Unisex</p>
<p><strong>Size Chart</strong></p>
<p><strong><img src=""https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Boulevard-Parasola.jpg?v=1764097512"" alt=""""></strong></p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Printed Oversized T-Shirt,New,true,Size,s,product.metafields.shopify.size,,,,,,,OS-HW-TS-TKS-S,100.0,shopify,0,deny,manual,600.00,899.00,true,false,,,,,'73951332011222,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/17_96adcbe1-a654-4458-b0f2-6e8f1c6ee631.png?v=1776113298,1,"",false,,,,,adult,,,,,,,,,,,,,adults,,,black,cotton,,crew,,s; m; l; xl; 2xl,short,unisex,medium,,,,,,,kg,,405.00,active
oversize-unisex-t-shirt-tora-zu-copy,,,,,,,,,m,,,,,,,,OS-HW-TS-TKS-M,100.0,shopify,0,deny,manual,600.00,899.00,true,false,,,,,'63951332143990,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/19_ea002372-ee30-40d9-b9aa-49a154e7e3b9.png?v=1776113298,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-tora-zu-copy,,,,,,,,,l,,,,,,,,OS-HW-TS-TKS-L,100.0,shopify,-19,deny,manual,600.00,899.00,true,false,,,,,'63951332276758,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/18_d5e4fcb8-764f-4465-94bc-3923df635442.png?v=1776113298,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-tora-zu-copy,,,,,,,,,xl,,,,,,,,OS-HW-TS-TKS-XL,100.0,shopify,0,deny,manual,600.00,899.00,true,false,,,,,'83951332309526,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Untitled-2_bc87a865-5b73-4633-8d4f-a8e4b5c36c22.png?v=1776113298,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-tora-zu-copy,,,,,,,,,2xl,,,,,,,,OS-HW-TS-TKS-2XL,100.0,shopify,1,deny,manual,600.00,899.00,true,false,,,,,'73951332442294,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Untitled-1_15f96cd3-be63-46df-a5b0-7c578f3c0674.png?v=1776113298,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-tora-zu-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Artboard1-100.jpg?v=1777122760,6,Printed Oversized T-Shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oversize-unisex-t-shirt-the-trickster-copy,Oversized Heavy Unisex T-Shirt – Tora-Zu,"<p>Elevate your wardrobe with the Heavy-Weight Oversized Unisex T-Shirt. Built to last beyond the season, made out of 100% cotton with a heavy, premium feel. Designed for comfort and everyday wear.</p>
<p>High Quality: 100% Boulevard Cotton<br>Fabric weight: 260 GSM<br>Fit: Oversized fit<br>Gender: Unisex</p>
<p><strong>Size Chart</strong></p>
<p><strong><img src=""https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Boulevard-Parasola.jpg?v=1764097512"" alt=""""></strong></p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Printed Oversized T-Shirt,New,true,Size,s,product.metafields.shopify.size,,,,,,,OS-HW-TS-TZU-S,100.0,shopify,-1,deny,manual,600.00,899.00,true,false,,,,,'66589782,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/ToraZu.png?v=1759153500,1,"",false,,,,,adult,,,,,,,,,,,,,adults,,,black,cotton,,crew,,s; m; l; xl; 2xl,short,unisex,medium,,,,,,,kg,,405.00,active
oversize-unisex-t-shirt-the-trickster-copy,,,,,,,,,m,,,,,,,,OS-HW-TS-TZU-M,100.0,shopify,0,deny,manual,600.00,899.00,true,false,,,,,'66622550,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Untitled-2_96e0f454-38d5-4996-907b-75655d162a23.png?v=1759153500,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-the-trickster-copy,,,,,,,,,l,,,,,,,,OS-HW-TS-TZU-L,100.0,shopify,-1,deny,manual,600.00,899.00,true,false,,,,,'66655318,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Untitled-1_4e8dd946-d3d6-4db8-b0d2-58785bf48154.png?v=1759153500,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-the-trickster-copy,,,,,,,,,xl,,,,,,,,OS-HW-TS-TZU-XL,100.0,shopify,-4,deny,manual,600.00,899.00,true,false,,,,,'66688086,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Artboard1-100.jpg?v=1777122760,4,Printed Oversized T-Shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-the-trickster-copy,,,,,,,,,2xl,,,,,,,,OS-HW-TS-TZU-2XL,100.0,shopify,-2,deny,manual,600.00,899.00,true,false,,,,,'66720854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-teddy-bear-copy,Oversize Unisex T-Shirt – The Trickster,"<p>Elevate your casual wardrobe with our Oversized Boulevard Unisex T-Shirt, crafted from premium quality 100% heavy cotton for ultimate comfort and durability. This versatile t-shirt is designed to provide a relaxed fit for both men and women, making it a perfect addition to any wardrobe.<br>• 100% Boulevard Cotton<br>• Fabric weight: 220 g/m² (Mid/Heavy)<br>• Side-seamed construction<br>• double-needle stitch</p>
<p><strong>Size Chart</strong></p>
<p><strong><img src=""https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Boulevard-Parasola.jpg?v=1764097512"" alt=""""></strong></p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Printed Oversized T-Shirt,Clearance,false,Size,s,product.metafields.shopify.size,,,,,,,LV-31-OUT–TT-S,100.0,shopify,-4,deny,manual,450.00,849.00,true,false,,,,,'33951332563798,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/TricksterBack.png?v=1759768411,1,"",false,,,,,adult,,,,,,,,,,,,,adults,,,black,cotton,,crew,,s; m; l; xl; 2xl,short,unisex,medium,,,,,,,kg,,405.00,draft
oversize-unisex-t-shirt-teddy-bear-copy,,,,,,,,,m,,,,,,,,LV-31-OUT–TT-M,100.0,shopify,0,deny,manual,450.00,849.00,true,false,,,,,'43951332696566,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/TricksterFront.png?v=1759768411,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-teddy-bear-copy,,,,,,,,,l,,,,,,,,LV-31-OUT–TT-L,100.0,shopify,0,deny,manual,450.00,849.00,true,false,,,,,'63951332729334,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Untitled-2_1f61f69a-177f-4563-9ae0-5692b645a274.png?v=1759768411,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-teddy-bear-copy,,,,,,,,,xl,,,,,,,,LV-31-OUT–TT-XL,100.0,shopify,0,deny,manual,450.00,849.00,true,false,,,,,'13951332862102,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Untitled-1_fed87222-7ce1-4fc8-9355-4cecefd07fb9.png?v=1759768411,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-teddy-bear-copy,,,,,,,,,2xl,,,,,,,,LV-31-OUT–TT-2XL,100.0,shopify,-5,deny,manual,450.00,849.00,true,false,,,,,'73951332994870,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Artboard1-100.jpg?v=1777122760,5,Printed Oversized T-Shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-street-racer-copy,Oversize Unisex T-Shirt – Teddy Bear,"<p>Elevate your casual wardrobe with our Oversized Boulevard Unisex T-Shirt, crafted from premium quality 100% heavy cotton for ultimate comfort and durability. This versatile t-shirt is designed to provide a relaxed fit for both men and women, making it a perfect addition to any wardrobe.<br>• 100% Boulevard Cotton<br>• Fabric weight: 220 g/m² (Mid/Heavy)<br>• Side-seamed construction<br>• double-needle stitch</p>
<p><strong>Size Chart</strong></p>
<p><strong><img src=""https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Boulevard-Parasola.jpg?v=1764097512"" alt=""""></strong></p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Printed Oversized T-Shirt,"",false,Size,s,product.metafields.shopify.size,,,,,,,LV-35-OUT–TB-S,100.0,,0,deny,manual,799.00,,true,false,,,,,'73951334554774,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/TeddyBearBack1.png?v=1759768029,1,"",false,,,,,adult,,,,,,,,,,,,,adults,,,black,cotton,,crew,,s; m; l; xl; 2xl,short,unisex,medium,,,,,,,kg,,405.00,draft
oversize-unisex-t-shirt-street-racer-copy,,,,,,,,,m,,,,,,,,LV-35-OUT–TB-M,100.0,,-4,deny,manual,799.00,,true,false,,,,,'43951334687542,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/TeddyBearBack2.png?v=1759768029,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-street-racer-copy,,,,,,,,,l,,,,,,,,LV-35-OUT–TB-L,100.0,,0,deny,manual,799.00,,true,false,,,,,'43951334720310,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/TeddyBearFront.png?v=1759768029,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-street-racer-copy,,,,,,,,,xl,,,,,,,,LV-35-OUT–TB-XL,100.0,,0,deny,manual,799.00,,true,false,,,,,'63951334853078,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Untitled-2_9e8bd7e5-66ef-434a-acde-e41bd723583f.png?v=1759768029,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-street-racer-copy,,,,,,,,,2xl,,,,,,,,LV-35-OUT–TB-2XL,100.0,,0,deny,manual,799.00,,true,false,,,,,'83951334985846,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Untitled-1_b7fa9beb-6257-4e89-993b-bac79f5d62e1.png?v=1759768029,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-street-racer-copy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Artboard1-100.jpg?v=1777122760,6,Printed Oversized T-Shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oversize-unisex-t-shirt-reputation-copy,Oversize Unisex T-Shirt – Street Racer,"<p>Elevate your casual wardrobe with our Oversized Boulevard Unisex T-Shirt, crafted from premium quality 100% heavy cotton for ultimate comfort and durability. This versatile t-shirt is designed to provide a relaxed fit for both men and women, making it a perfect addition to any wardrobe.<br>• 100% Boulevard Cotton<br>• Fabric weight: 220 g/m² (Mid/Heavy)<br>• Side-seamed construction<br>• double-needle stitch</p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Printed Oversized T-Shirt,Clearance,false,Size,s,product.metafields.shopify.size,,,,,,,,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'63935574,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/StreetRacer.png?v=1759153586,1,"",false,,,,,adult,,,,,,,,,,,,,adults,,,black,cotton,,crew,,s; m; l; xl; 2xl,short,unisex,medium,,,,,,,kg,,405.00,archived
oversize-unisex-t-shirt-reputation-copy,,,,,,,,,m,,,,,,,,,100.0,shopify,-2,deny,manual,500.00,950.00,true,false,,,,,'63968342,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Untitled-2_ec70b4ab-d223-4cd1-9541-f480ff185e48.png?v=1759153586,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-reputation-copy,,,,,,,,,l,,,,,,,,,100.0,shopify,-1,deny,manual,500.00,950.00,true,false,,,,,'64001110,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Untitled-1_36bc16e6-a78a-4edb-8cc8-d0a2c977de61.png?v=1759153586,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-reputation-copy,,,,,,,,,xl,,,,,,,,,100.0,shopify,0,deny,manual,500.00,950.00,true,false,,,,,'64033878,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Artboard1-100.jpg?v=1777122760,4,Printed Oversized T-Shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-reputation-copy,,,,,,,,,2xl,,,,,,,,,100.0,shopify,-3,deny,manual,500.00,950.00,true,false,,,,,'64066646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-psychedelic-copy,Oversized Unisex T-Shirt – Reputation,"<p>Elevate your wardrobe with the Light-Weight Oversized Unisex T-Shirt. Built to last beyond the season, made out of 100% cotton with a light, premium feel. Designed for comfort and everyday wear.</p>
<p>High Quality: 100% Parasola Cotton<br>Fabric weight: 180 GSM<br>Fit: Oversized fit<br>Gender: Unisex</p>
<p><strong>Size Chart</strong></p>
<p><strong><img src=""https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Boulevard-Parasola.jpg?v=1764097512"" alt=""""></strong></p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Printed Oversized T-Shirt,New,true,Size,s,product.metafields.shopify.size,,,,,,,OS-HW-TS-RPT-S,100.0,shopify,-1,deny,manual,600.00,899.00,true,false,,,,,'60331094,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/24_aa2712fc-88ce-4592-b546-4ab6b00a9d6b.png?v=1776113298,1,"",false,,,,,adult,,,,,,,,,,,,,adults,,,black,cotton,,crew,,s; m; l; xl; 2xl,short,unisex,medium,,,,,,,kg,,405.00,active
oversize-unisex-t-shirt-psychedelic-copy,,,,,,,,,m,,,,,,,,OS-HW-TS-RPT-M,100.0,shopify,0,deny,manual,600.00,899.00,true,false,,,,,'60363862,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/25_1ddde95a-44e2-4685-a5b5-9d9efa595172.png?v=1776113298,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-psychedelic-copy,,,,,,,,,l,,,,,,,,OS-HW-TS-RPT-L,100.0,shopify,0,deny,manual,600.00,899.00,true,false,,,,,'60396630,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Untitled-2_bfb2b9a1-ec23-47db-bd3b-39bfdc6ef26c.png?v=1776113298,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-psychedelic-copy,,,,,,,,,xl,,,,,,,,OS-HW-TS-RPT-XL,100.0,shopify,0,deny,manual,600.00,899.00,true,false,,,,,'60429398,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/BlackHeavyOversizedT-Shirt_2_5d4f5762-7383-475d-a3a8-dcffd27d4eed.png?v=1776113298,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-psychedelic-copy,,,,,,,,,2xl,,,,,,,,OS-HW-TS-RPT-2XL,100.0,shopify,-3,deny,manual,600.00,899.00,true,false,,,,,'60462166,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Artboard1-100.jpg?v=1777122760,5,Printed Oversized T-Shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-play-mode-copy,Oversized Unisex T-Shirt – Psychedelic,"<p>Elevate your wardrobe with the Light-Weight Oversized Unisex T-Shirt. Built to last beyond the season, made out of 100% cotton with a light, premium feel. Designed for comfort and everyday wear.</p>
<p>High Quality: 100% Parasola Cotton<br>Fabric weight: 180 GSM<br>Fit: Oversized fit<br>Gender: Unisex</p>
<p><strong>Size Chart</strong></p>
<p><strong><img src=""https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Boulevard-Parasola.jpg?v=1764097512"" alt=""""></strong></p>",Leveld,Apparel & Accessories > Clothing > Clothing Tops > T-Shirts,Printed Oversized T-Shirt,New,true,Size,s,product.metafields.shopify.size,,,,,,,OS-HW-TS-PSY-S,100.0,shopify,0,deny,manual,600.00,899.00,true,false,,,,,'33951346505110,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/20_b5b12b3d-8d92-4f48-b867-3589d66aaead.png?v=1776113298,1,"",false,,,,,adult,,,,,,,,,,'1,,,adults,,,black,cotton,,crew,,s; m; l; xl; 2xl,short,unisex,medium,,,,,,,kg,,405.00,active
oversize-unisex-t-shirt-play-mode-copy,,,,,,,,,m,,,,,,,,OS-HW-TS-PSY-M,100.0,shopify,-1,deny,manual,600.00,899.00,true,false,,,,,'13951346637878,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/22_9f386e2a-2952-45e6-bab1-59293f9b6700.png?v=1776113298,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-play-mode-copy,,,,,,,,,l,,,,,,,,OS-HW-TS-PSY-L,100.0,shopify,-11,deny,manual,600.00,899.00,true,false,,,,,'53951346770646,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Untitled-2_f12ecf9b-a481-4036-b60e-5ada7d3cd721.png?v=1776113298,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-play-mode-copy,,,,,,,,,xl,,,,,,,,OS-HW-TS-PSY-XL,100.0,shopify,0,deny,manual,600.00,899.00,true,false,,,,,'63951346803414,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Untitled-1_7dd65207-14a9-43b9-ab43-f3ab31314d3c.png?v=1776113298,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
oversize-unisex-t-shirt-play-mode-copy,,,,,,,,,2xl,,,,,,,,OS-HW-TS-PSY-2XL,100.0,shopify,0,deny,manual,600.00,899.00,true,false,,,,,'13951346936182,https://cdn.shopify.com/s/files/1/0609/9238/9206/files/Artboard1-100.jpg?v=1777122760,5,Printed Oversized T-Shirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,405.00,
