SalesKey,DateKey,CustomerKey,ProductKey,SupplierKey,ChannelKey,OrderNumber,Quantity,UnitPrice,UnitCost,DiscountAmount,GrossRevenue,COGS,NetProfit,FinancialStatus,FulfillmentStatus,PaymentMethod,RiskLevel
17490,20240302,49,672,1,1,#SYN-13745,1,650.0,462.52136599320585,0.0,650.0,462.52136599320585,187.47863400679415,paid,fulfilled,Cash on Delivery (COD),Low
17491,20240101,2515,428,1,1,#SYN-13746,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17492,20240101,2515,526,1,1,#SYN-13746,1,499.0,355.07409481632266,0.0,499.0,355.07409481632266,143.92590518367734,paid,fulfilled,Cash on Delivery (COD),Low
17493,20240101,2515,1,1,1,#SYN-13746,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17494,20240101,2515,390,1,1,#SYN-13746,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17495,20250925,872,672,1,1,#SYN-13747,2,650.0,462.52136599320585,0.0,1300.0,925.0427319864117,374.9572680135883,paid,fulfilled,Cash on Delivery (COD),Low
17496,20230130,49,151,1,1,#SYN-13748,1,150.0,130.0,0.0,150.0,130.0,20.0,pending,fulfilled,Credit Card,Low
17497,20251106,2515,541,1,1,#SYN-13749,1,899.0,639.7026277352186,0.0,899.0,639.7026277352186,259.2973722647814,paid,fulfilled,Cash on Delivery (COD),Low
17498,20240313,2515,667,1,2,#SYN-13750,1,500.0,275.0,0.0,500.0,275.0,225.0,paid,fulfilled,Cash on Delivery (COD),Low
17499,20240325,49,368,1,1,#SYN-13751,2,350.0,192.50000000000003,0.0,700.0,385.00000000000006,314.99999999999994,paid,fulfilled,Cash on Delivery (COD),Low
17500,20250521,2515,640,1,1,#SYN-13752,2,799.0,439.45000000000005,0.0,1598.0,878.9000000000001,719.0999999999999,paid,fulfilled,Mobile Wallet,Low
17501,20240717,49,659,1,1,#SYN-13753,2,350.0,192.50000000000003,0.0,700.0,385.00000000000006,314.99999999999994,paid,fulfilled,Credit Card,Low
17502,20230829,872,477,1,1,#SYN-13754,1,500.0,275.0,0.0,500.0,275.0,225.0,paid,fulfilled,Credit Card,Low
17503,20251208,2515,157,1,1,#SYN-13755,1,299.0,164.45000000000002,0.0,299.0,164.45000000000002,134.54999999999998,pending,fulfilled,Credit Card,Medium
17504,20240122,49,411,1,2,#SYN-13756,1,799.0,439.45000000000005,0.0,799.0,439.45000000000005,359.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17505,20240122,49,481,1,1,#SYN-13756,1,350.0,192.50000000000003,0.0,350.0,192.50000000000003,157.49999999999997,paid,fulfilled,Cash on Delivery (COD),Low
17506,20240122,49,186,1,2,#SYN-13756,1,799.0,405.0,0.0,799.0,405.0,394.0,paid,fulfilled,Cash on Delivery (COD),Low
17507,20241013,49,1,1,1,#SYN-13757,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17508,20241013,49,49,1,1,#SYN-13757,1,549.0,390.65266143118464,0.0,549.0,390.65266143118464,158.34733856881536,paid,fulfilled,Cash on Delivery (COD),Low
17509,20240318,2515,1,1,1,#SYN-13758,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Credit Card,Low
17510,20230425,120,536,1,3,#SYN-13759,1,650.0,462.52136599320585,0.0,650.0,462.52136599320585,187.47863400679415,paid,fulfilled,Credit Card,Medium
17511,20230425,120,1,1,1,#SYN-13759,5,999.0,549.45,0.0,4995.0,2747.25,2247.75,paid,fulfilled,Credit Card,Medium
17512,20250604,49,120,1,1,#SYN-13760,1,550.0,302.5,0.0,550.0,302.5,247.5,paid,fulfilled,Cash on Delivery (COD),Low
17513,20251204,2790,143,1,1,#SYN-13761,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17514,20251204,2790,496,1,1,#SYN-13761,1,420.0,231.00000000000003,0.0,420.0,231.00000000000003,188.99999999999997,paid,fulfilled,Cash on Delivery (COD),Low
17515,20251204,2790,351,1,1,#SYN-13761,1,600.0,426.94279937834386,0.0,600.0,426.94279937834386,173.05720062165614,paid,fulfilled,Cash on Delivery (COD),Low
17516,20241224,2515,1,1,3,#SYN-13762,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17517,20250307,49,1,1,1,#SYN-13763,1,999.0,549.45,99.9,999.0,549.45,349.65,paid,fulfilled,Cash on Delivery (COD),Low
17518,20250419,2515,369,1,1,#SYN-13764,2,350.0,249.04996630403392,0.0,700.0,498.09993260806783,201.90006739193217,paid,fulfilled,Credit Card,Low
17519,20250419,2515,201,1,2,#SYN-13764,1,500.0,405.0,0.0,500.0,405.0,95.0,paid,fulfilled,Credit Card,Low
17520,20241113,49,181,1,2,#SYN-13765,1,450.0,405.0,0.0,450.0,405.0,45.0,paid,fulfilled,Cash on Delivery (COD),Low
17521,20241113,49,601,1,1,#SYN-13765,1,450.0,320.2070995337579,0.0,450.0,320.2070995337579,129.7929004662421,paid,fulfilled,Cash on Delivery (COD),Low
17522,20241113,49,1,1,1,#SYN-13765,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17523,20241113,49,226,1,1,#SYN-13765,1,450.0,405.0,0.0,450.0,405.0,45.0,paid,fulfilled,Cash on Delivery (COD),Low
17524,20240513,2515,513,1,3,#SYN-13766,1,650.0,357.50000000000006,65.0,650.0,357.50000000000006,227.49999999999994,paid,fulfilled,Credit Card,Low
17525,20231101,2515,592,1,1,#SYN-13767,1,600.0,330.0,0.0,600.0,330.0,270.0,paid,fulfilled,Credit Card,Low
17526,20231101,2515,620,1,1,#SYN-13767,2,450.0,247.50000000000003,0.0,900.0,495.00000000000006,404.99999999999994,paid,fulfilled,Credit Card,Low
17527,20231101,2515,161,1,1,#SYN-13767,1,150.0,130.0,0.0,150.0,130.0,20.0,paid,fulfilled,Credit Card,Low
17528,20230424,2515,136,1,1,#SYN-13768,1,999.0,549.45,99.9,999.0,549.45,349.65,paid,fulfilled,Cash on Delivery (COD),Low
17529,20231115,49,1,1,1,#SYN-13769,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17530,20240526,2515,356,1,1,#SYN-13770,1,600.0,426.94279937834386,120.0,600.0,426.94279937834386,53.057200621656136,paid,fulfilled,Cash on Delivery (COD),Low
17531,20240526,2515,1,1,2,#SYN-13770,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17532,20250127,2515,111,1,1,#SYN-13771,1,550.0,302.5,0.0,550.0,302.5,247.5,paid,fulfilled,Credit Card,Low
17533,20250910,2515,78,1,1,#SYN-13772,1,250.0,130.0,0.0,250.0,130.0,120.0,paid,fulfilled,Cash on Delivery (COD),Low
17534,20240205,2515,672,1,1,#SYN-13773,1,650.0,462.52136599320585,0.0,650.0,462.52136599320585,187.47863400679415,paid,fulfilled,Credit Card,Low
17535,20240205,2515,1,1,1,#SYN-13773,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Credit Card,Low
17536,20241216,872,535,1,1,#SYN-13774,1,499.0,274.45000000000005,99.8,499.0,274.45000000000005,124.74999999999994,paid,fulfilled,Mobile Wallet,Low
17537,20241203,5624,1,1,1,#SYN-13775,1,999.0,549.45,99.9,999.0,549.45,349.65,paid,fulfilled,Cash on Delivery (COD),Low
17538,20241203,5624,224,1,1,#SYN-13775,1,500.0,405.0,0.0,500.0,405.0,95.0,paid,fulfilled,Cash on Delivery (COD),Low
17539,20241203,5624,1,1,1,#SYN-13775,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17540,20240207,2515,129,1,1,#SYN-13776,1,480.0,264.0,0.0,480.0,264.0,216.0,pending,fulfilled,Cash on Delivery (COD),Low
17541,20230320,49,659,1,1,#SYN-13777,2,350.0,192.50000000000003,70.0,700.0,385.00000000000006,244.99999999999994,paid,fulfilled,Cash on Delivery (COD),Low
17542,20251114,2515,320,1,1,#SYN-13778,1,399.0,219.45000000000002,79.8,399.0,219.45000000000002,99.74999999999997,paid,fulfilled,Cash on Delivery (COD),Low
17543,20251114,2515,356,1,1,#SYN-13778,1,600.0,426.94279937834386,0.0,600.0,426.94279937834386,173.05720062165614,paid,fulfilled,Cash on Delivery (COD),Low
17544,20230921,49,638,1,1,#SYN-13779,1,799.0,439.45000000000005,0.0,799.0,439.45000000000005,359.54999999999995,paid,fulfilled,Credit Card,Low
17545,20230514,2515,374,1,1,#SYN-13780,1,600.0,330.0,0.0,600.0,330.0,270.0,paid,fulfilled,Credit Card,Low
17546,20240831,49,351,1,1,#SYN-13781,1,600.0,426.94279937834386,0.0,600.0,426.94279937834386,173.05720062165614,paid,fulfilled,Credit Card,Low
17547,20240831,49,1,1,1,#SYN-13781,2,999.0,549.45,199.8,1998.0,1098.9,699.3,paid,fulfilled,Credit Card,Low
17548,20240831,49,521,1,2,#SYN-13781,1,650.0,462.52136599320585,130.0,650.0,462.52136599320585,57.47863400679415,paid,fulfilled,Credit Card,Low
17549,20241115,49,1,1,2,#SYN-13782,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Credit Card,Low
17550,20240106,2515,531,1,1,#SYN-13783,5,499.0,355.07409481632266,0.0,2495.0,1775.3704740816133,719.6295259183867,paid,fulfilled,Cash on Delivery (COD),Low
17551,20250224,49,1,1,1,#SYN-13784,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Credit Card,Low
17552,20230915,49,382,1,2,#SYN-13785,1,750.0,412.50000000000006,0.0,750.0,412.50000000000006,337.49999999999994,paid,fulfilled,Mobile Wallet,Low
17553,20230915,49,417,1,3,#SYN-13785,1,999.0,549.45,199.8,999.0,549.45,249.75,paid,fulfilled,Mobile Wallet,Low
17554,20230915,49,316,1,1,#SYN-13785,1,150.0,82.5,0.0,150.0,82.5,67.5,paid,fulfilled,Mobile Wallet,Low
17555,20230906,2515,45,1,1,#SYN-13786,1,599.0,329.45000000000005,0.0,599.0,329.45000000000005,269.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17556,20230906,2515,410,1,1,#SYN-13786,1,450.0,247.50000000000003,0.0,450.0,247.50000000000003,202.49999999999997,paid,fulfilled,Cash on Delivery (COD),Low
17557,20230906,2515,1,1,1,#SYN-13786,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17558,20250418,49,85,1,1,#SYN-13787,1,250.0,130.0,0.0,250.0,130.0,120.0,paid,fulfilled,Cash on Delivery (COD),Medium
17559,20231001,3384,4,1,1,#SYN-13788,5,999.0,549.45,0.0,4995.0,2747.25,2247.75,paid,fulfilled,Credit Card,Low
17560,20230607,49,1,1,1,#SYN-13789,2,999.0,549.45,0.0,1998.0,1098.9,899.0999999999999,paid,fulfilled,Credit Card,Low
17561,20241201,2515,1,1,2,#SYN-13790,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,pending,fulfilled,Cash on Delivery (COD),Low
17562,20240730,3384,1,1,1,#SYN-13791,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17563,20240730,3384,240,1,1,#SYN-13791,1,600.0,405.0,0.0,600.0,405.0,195.0,paid,fulfilled,Cash on Delivery (COD),Low
17564,20240914,2515,1,1,1,#SYN-13792,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17565,20240914,2515,1,1,1,#SYN-13792,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17566,20250624,2515,1,1,1,#SYN-13793,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17567,20250624,2515,398,1,1,#SYN-13793,1,600.0,330.0,60.0,600.0,330.0,210.0,paid,fulfilled,Cash on Delivery (COD),Low
17568,20250606,49,380,1,2,#SYN-13794,1,750.0,412.50000000000006,0.0,750.0,412.50000000000006,337.49999999999994,paid,fulfilled,Cash on Delivery (COD),Low
17569,20250714,49,469,1,2,#SYN-13795,1,550.0,302.5,0.0,550.0,302.5,247.5,paid,fulfilled,Mobile Wallet,Low
17570,20230301,49,301,1,1,#SYN-13796,1,549.0,301.95000000000005,0.0,549.0,301.95000000000005,247.04999999999995,paid,fulfilled,Cash on Delivery (COD),High
17571,20230301,49,363,1,3,#SYN-13796,1,350.0,192.50000000000003,70.0,350.0,192.50000000000003,87.49999999999997,paid,fulfilled,Cash on Delivery (COD),High
17572,20230626,2515,1,1,1,#SYN-13797,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17573,20230802,2515,669,1,1,#SYN-13798,2,500.0,275.0,0.0,1000.0,550.0,450.0,voided,fulfilled,Cash on Delivery (COD),Low
17574,20251011,2790,1,1,2,#SYN-13799,2,999.0,549.45,0.0,1998.0,1098.9,899.0999999999999,paid,fulfilled,Cash on Delivery (COD),Low
17575,20240415,49,1,1,2,#SYN-13800,1,999.0,549.45,199.8,999.0,549.45,249.75,paid,fulfilled,Credit Card,High
17576,20240415,49,391,1,1,#SYN-13800,2,999.0,549.45,0.0,1998.0,1098.9,899.0999999999999,paid,fulfilled,Credit Card,High
17577,20250321,2515,1,1,1,#SYN-13801,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Medium
17578,20250814,120,656,1,1,#SYN-13802,1,350.0,249.04996630403392,35.0,350.0,249.04996630403392,65.95003369596608,paid,fulfilled,Credit Card,Medium
17579,20250814,120,361,1,1,#SYN-13802,1,350.0,249.04996630403392,0.0,350.0,249.04996630403392,100.95003369596608,paid,fulfilled,Credit Card,Medium
17580,20240905,2515,155,1,1,#SYN-13803,1,299.0,164.45000000000002,0.0,299.0,164.45000000000002,134.54999999999998,paid,fulfilled,Cash on Delivery (COD),Low
17581,20241213,2515,1,1,1,#SYN-13804,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Credit Card,Low
17582,20251122,2515,1,1,1,#SYN-13805,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17583,20251122,2515,56,1,1,#SYN-13805,1,549.0,301.95000000000005,0.0,549.0,301.95000000000005,247.04999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17584,20240130,49,351,1,1,#SYN-13806,1,600.0,426.94279937834386,0.0,600.0,426.94279937834386,173.05720062165614,paid,fulfilled,Credit Card,Low
17585,20230706,49,587,1,1,#SYN-13807,1,500.0,275.0,0.0,500.0,275.0,225.0,pending,fulfilled,Credit Card,Low
17586,20230706,49,521,1,2,#SYN-13807,1,650.0,462.52136599320585,130.0,650.0,462.52136599320585,57.47863400679415,pending,fulfilled,Credit Card,Low
17587,20231020,2515,1,1,2,#SYN-13808,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17588,20250621,49,217,1,1,#SYN-13809,1,500.0,405.0,50.0,500.0,405.0,45.0,paid,fulfilled,Cash on Delivery (COD),Low
17589,20240522,6688,145,1,1,#SYN-13810,2,999.0,549.45,0.0,1998.0,1098.9,899.0999999999999,paid,fulfilled,Mobile Wallet,Low
17590,20240522,6688,1,1,1,#SYN-13810,2,999.0,549.45,0.0,1998.0,1098.9,899.0999999999999,paid,fulfilled,Mobile Wallet,Low
17591,20240522,6688,278,1,2,#SYN-13810,1,649.0,461.8097946609086,0.0,649.0,461.8097946609086,187.1902053390914,paid,fulfilled,Mobile Wallet,Low
17592,20231116,49,1,1,1,#SYN-13811,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17593,20230628,2515,576,1,1,#SYN-13812,1,450.0,320.2070995337579,0.0,450.0,320.2070995337579,129.7929004662421,paid,fulfilled,Cash on Delivery (COD),Low
17594,20241201,49,1,1,1,#SYN-13813,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17595,20250915,2515,1,1,1,#SYN-13814,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17596,20231203,2051,119,1,1,#SYN-13815,2,550.0,302.5,0.0,1100.0,605.0,495.0,paid,fulfilled,Cash on Delivery (COD),Low
17597,20251003,49,1,1,1,#SYN-13816,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17598,20251003,49,473,1,2,#SYN-13816,1,500.0,275.0,0.0,500.0,275.0,225.0,paid,fulfilled,Cash on Delivery (COD),Low
17599,20251003,49,536,1,1,#SYN-13816,2,650.0,462.52136599320585,0.0,1300.0,925.0427319864117,374.9572680135883,paid,fulfilled,Cash on Delivery (COD),Low
17600,20250914,2515,1,1,1,#SYN-13817,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Credit Card,Low
17601,20250914,2515,635,1,1,#SYN-13817,1,850.0,467.50000000000006,0.0,850.0,467.50000000000006,382.49999999999994,paid,fulfilled,Credit Card,Low
17602,20250825,4512,1,1,1,#SYN-13818,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17603,20250825,4512,230,1,1,#SYN-13818,2,600.0,405.0,120.0,1200.0,810.0,270.0,paid,fulfilled,Cash on Delivery (COD),Low
17604,20250825,4512,257,1,1,#SYN-13818,1,499.0,274.45000000000005,0.0,499.0,274.45000000000005,224.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17605,20250825,4512,480,1,1,#SYN-13818,5,500.0,275.0,0.0,2500.0,1375.0,1125.0,paid,fulfilled,Cash on Delivery (COD),Low
17606,20230401,49,1,1,1,#SYN-13819,2,999.0,549.45,199.8,1998.0,1098.9,699.3,paid,fulfilled,Cash on Delivery (COD),Low
17607,20240206,49,1,1,1,#SYN-13820,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17608,20241224,49,1,1,1,#SYN-13821,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17609,20241224,49,1,1,1,#SYN-13821,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17610,20241224,49,89,1,1,#SYN-13821,1,650.0,357.50000000000006,0.0,650.0,357.50000000000006,292.49999999999994,paid,fulfilled,Cash on Delivery (COD),Low
17611,20241224,49,496,1,1,#SYN-13821,1,420.0,231.00000000000003,0.0,420.0,231.00000000000003,188.99999999999997,paid,fulfilled,Cash on Delivery (COD),Low
17612,20250723,49,307,1,1,#SYN-13822,1,199.0,120.31170927318296,0.0,199.0,120.31170927318296,78.68829072681704,paid,fulfilled,Credit Card,Low
17613,20250723,49,310,1,2,#SYN-13822,1,199.0,109.45,0.0,199.0,109.45,89.55,paid,fulfilled,Credit Card,Low
17614,20230504,49,236,1,1,#SYN-13823,1,600.0,405.0,0.0,600.0,405.0,195.0,paid,fulfilled,Cash on Delivery (COD),Low
17615,20230504,49,526,1,1,#SYN-13823,2,499.0,355.07409481632266,0.0,998.0,710.1481896326453,287.8518103673547,paid,fulfilled,Cash on Delivery (COD),Low
17616,20230504,49,1,1,1,#SYN-13823,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17617,20230504,49,566,1,1,#SYN-13823,5,450.0,320.2070995337579,0.0,2250.0,1601.0354976687895,648.9645023312105,paid,fulfilled,Cash on Delivery (COD),Low
17618,20260108,2515,521,1,1,#SYN-13824,1,650.0,462.52136599320585,0.0,650.0,462.52136599320585,187.47863400679415,paid,fulfilled,Credit Card,Low
17619,20260108,2515,536,1,1,#SYN-13824,2,650.0,462.52136599320585,260.0,1300.0,925.0427319864117,114.9572680135883,paid,fulfilled,Credit Card,Low
17620,20240708,2515,1,1,1,#SYN-13825,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17621,20230224,49,207,1,1,#SYN-13826,1,600.0,405.0,0.0,600.0,405.0,195.0,paid,fulfilled,Cash on Delivery (COD),Low
17622,20230224,49,1,1,1,#SYN-13826,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17623,20250704,2515,527,1,1,#SYN-13827,1,499.0,274.45000000000005,99.8,499.0,274.45000000000005,124.74999999999994,paid,fulfilled,Cash on Delivery (COD),Low
17624,20240112,49,1,1,1,#SYN-13828,1,999.0,549.45,99.9,999.0,549.45,349.65,paid,fulfilled,Cash on Delivery (COD),Low
17625,20240112,49,1,1,1,#SYN-13828,1,999.0,549.45,199.8,999.0,549.45,249.75,paid,fulfilled,Cash on Delivery (COD),Low
17626,20231122,2515,1,1,1,#SYN-13829,1,999.0,549.45,99.9,999.0,549.45,349.65,paid,fulfilled,Cash on Delivery (COD),Low
17627,20231122,2515,1,1,3,#SYN-13829,2,999.0,549.45,0.0,1998.0,1098.9,899.0999999999999,paid,fulfilled,Cash on Delivery (COD),Low
17628,20240424,2515,217,1,1,#SYN-13830,1,500.0,405.0,0.0,500.0,405.0,95.0,pending,fulfilled,Cash on Delivery (COD),Low
17629,20240621,2515,84,1,1,#SYN-13831,1,250.0,130.0,0.0,250.0,130.0,120.0,paid,fulfilled,Cash on Delivery (COD),Low
17630,20241224,120,1,1,1,#SYN-13832,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Medium
17631,20241224,120,541,1,1,#SYN-13832,1,899.0,639.7026277352186,0.0,899.0,639.7026277352186,259.2973722647814,paid,fulfilled,Cash on Delivery (COD),Medium
17632,20231005,2515,412,1,1,#SYN-13833,5,799.0,439.45000000000005,0.0,3995.0,2197.25,1797.75,paid,fulfilled,Cash on Delivery (COD),Low
17633,20231005,2515,1,1,1,#SYN-13833,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17634,20231005,2515,388,1,1,#SYN-13833,2,999.0,549.45,0.0,1998.0,1098.9,899.0999999999999,paid,fulfilled,Cash on Delivery (COD),Low
17635,20231005,2515,268,1,1,#SYN-13833,1,150.0,82.5,0.0,150.0,82.5,67.5,paid,fulfilled,Cash on Delivery (COD),Low
17636,20241101,49,1,1,1,#SYN-13834,2,999.0,549.45,0.0,1998.0,1098.9,899.0999999999999,paid,fulfilled,Cash on Delivery (COD),Low
17637,20241101,49,1,1,1,#SYN-13834,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17638,20241221,49,1,1,1,#SYN-13835,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17639,20240112,49,665,1,1,#SYN-13836,2,500.0,275.0,0.0,1000.0,550.0,450.0,paid,fulfilled,Cash on Delivery (COD),Low
17640,20240112,49,1,1,1,#SYN-13836,2,999.0,549.45,399.6,1998.0,1098.9,499.5,paid,fulfilled,Cash on Delivery (COD),Low
17641,20250512,2515,1,1,1,#SYN-13837,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17642,20231205,49,1,1,2,#SYN-13838,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17643,20231205,49,248,1,1,#SYN-13838,1,600.0,405.0,120.0,600.0,405.0,75.0,paid,fulfilled,Cash on Delivery (COD),Low
17644,20231205,49,493,1,1,#SYN-13838,1,420.0,231.00000000000003,0.0,420.0,231.00000000000003,188.99999999999997,paid,fulfilled,Cash on Delivery (COD),Low
17645,20250730,49,1,1,1,#SYN-13839,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17646,20250708,49,1,1,1,#SYN-13840,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17647,20241103,49,546,1,1,#SYN-13841,1,499.0,355.07409481632266,0.0,499.0,355.07409481632266,143.92590518367734,paid,fulfilled,Cash on Delivery (COD),Low
17648,20241103,49,1,1,1,#SYN-13841,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17649,20250210,2515,1,1,2,#SYN-13842,2,999.0,549.45,0.0,1998.0,1098.9,899.0999999999999,paid,fulfilled,Cash on Delivery (COD),Low
17650,20250524,49,1,1,1,#SYN-13843,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17651,20250524,49,1,1,1,#SYN-13843,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17652,20250601,49,1,1,1,#SYN-13844,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17653,20250601,49,1,1,1,#SYN-13844,2,999.0,549.45,0.0,1998.0,1098.9,899.0999999999999,paid,fulfilled,Cash on Delivery (COD),Low
17654,20230510,3384,349,1,1,#SYN-13845,1,350.0,192.50000000000003,35.0,350.0,192.50000000000003,122.49999999999997,paid,fulfilled,Cash on Delivery (COD),Low
17655,20230510,3384,1,1,1,#SYN-13845,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Cash on Delivery (COD),Low
17656,20241207,2515,356,1,2,#SYN-13846,1,600.0,426.94279937834386,60.0,600.0,426.94279937834386,113.05720062165614,paid,fulfilled,Credit Card,Low
17657,20230808,49,414,1,2,#SYN-13847,1,799.0,439.45000000000005,0.0,799.0,439.45000000000005,359.54999999999995,paid,fulfilled,Credit Card,Low
17658,20230808,49,1,1,3,#SYN-13847,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Credit Card,Low
17659,20231031,872,634,1,1,#SYN-13848,1,850.0,467.50000000000006,0.0,850.0,467.50000000000006,382.49999999999994,paid,fulfilled,Cash on Delivery (COD),Low
17660,20230209,49,240,1,3,#SYN-13849,2,600.0,405.0,0.0,1200.0,810.0,390.0,paid,fulfilled,Cash on Delivery (COD),Medium
17661,20230209,49,141,1,2,#SYN-13849,1,850.0,467.50000000000006,0.0,850.0,467.50000000000006,382.49999999999994,paid,fulfilled,Cash on Delivery (COD),Medium
17662,20230209,49,1,1,1,#SYN-13849,2,999.0,549.45,199.8,1998.0,1098.9,699.3,paid,fulfilled,Cash on Delivery (COD),Medium
17663,20240113,2515,521,1,2,#SYN-13850,1,650.0,462.52136599320585,0.0,650.0,462.52136599320585,187.47863400679415,paid,fulfilled,Cash on Delivery (COD),Low
17664,20230724,2515,553,1,1,#SYN-13851,1,499.0,274.45000000000005,49.9,499.0,274.45000000000005,174.64999999999998,paid,fulfilled,Mobile Wallet,Low
17665,20230724,2515,1,1,2,#SYN-13851,1,999.0,549.45,0.0,999.0,549.45,449.54999999999995,paid,fulfilled,Mobile Wallet,Low
17666,20241015,2515,460,1,1,#SYN-13852,1,500.0,275.0,0.0,500.0,275.0,225.0,paid,fulfilled,Cash on Delivery (COD),Low
17667,20241015,2515,240,1,3,#SYN-13852,1,600.0,405.0,0.0,600.0,405.0,195.0,paid,fulfilled,Cash on Delivery (COD),Low
