ProcurementKey,DateKey,SupplierKey,ProductKey,QuantityRequested,UnitCost,TotalCost,LeadTimeDays,ReceivedDateKey,Status
1626,20230826,1,101,54,357.50000000000006,19305.000000000004,9.0,20230904.0,Received
1627,20231108,1,101,54,357.50000000000006,19305.000000000004,6.0,20231114.0,Received
1628,20231225,1,101,54,357.50000000000006,19305.000000000004,10.0,20240104.0,Received
1629,20240306,1,101,54,357.50000000000006,19305.000000000004,5.0,20240311.0,Received
1630,20240422,1,101,54,357.50000000000006,19305.000000000004,5.0,20240427.0,Received
1631,20240713,1,101,54,357.50000000000006,19305.000000000004,8.0,20240721.0,Received
1632,20240906,1,101,54,357.50000000000006,19305.000000000004,5.0,20240911.0,Received
1633,20241117,1,101,54,357.50000000000006,19305.000000000004,11.0,20241128.0,Received
1634,20250130,1,101,54,357.50000000000006,19305.000000000004,9.0,20250208.0,Received
1635,20250407,1,101,54,357.50000000000006,19305.000000000004,9.0,20250416.0,Received
1636,20250625,1,101,54,357.50000000000006,19305.000000000004,9.0,20250704.0,Received
1637,20250816,1,101,54,357.50000000000006,19305.000000000004,7.0,20250823.0,Received
1638,20251010,1,101,54,357.50000000000006,19305.000000000004,6.0,20251016.0,Received
1639,20251216,1,101,54,357.50000000000006,19305.000000000004,6.0,20251222.0,Received
1640,20230306,1,102,50,357.50000000000006,17875.000000000004,7.0,20230313.0,Received
1641,20230522,1,102,50,357.50000000000006,17875.000000000004,5.0,20230527.0,Received
1642,20230712,1,102,50,357.50000000000006,17875.000000000004,11.0,20230723.0,Received
1643,20230909,1,102,50,357.50000000000006,17875.000000000004,8.0,20230917.0,Received
1644,20231124,1,102,50,357.50000000000006,17875.000000000004,10.0,20231204.0,Received
1645,20240218,1,102,50,357.50000000000006,17875.000000000004,5.0,20240223.0,Received
1646,20240405,1,102,50,357.50000000000006,17875.000000000004,5.0,20240410.0,Received
1647,20240602,1,102,50,357.50000000000006,17875.000000000004,5.0,20240607.0,Received
1648,20240816,1,102,50,357.50000000000006,17875.000000000004,7.0,20240823.0,Received
1649,20241112,1,102,50,357.50000000000006,17875.000000000004,5.0,20241117.0,Received
1650,20250204,1,102,50,357.50000000000006,17875.000000000004,11.0,20250215.0,Received
1651,20250324,1,102,50,357.50000000000006,17875.000000000004,10.0,20250403.0,Received
1652,20250515,1,102,50,357.50000000000006,17875.000000000004,7.0,20250522.0,Received
1653,20250717,1,102,50,357.50000000000006,17875.000000000004,8.0,20250725.0,Received
1654,20250905,1,102,50,357.50000000000006,17875.000000000004,7.0,20250912.0,Received
1655,20251202,1,102,50,357.50000000000006,17875.000000000004,11.0,20251213.0,Received
1656,20260116,1,102,50,357.50000000000006,17875.000000000004,9.0,20260125.0,Received
1657,20230326,1,103,50,302.5,15125.0,7.0,20230402.0,Received
1658,20230526,1,103,50,302.5,15125.0,7.0,20230602.0,Received
1659,20230731,1,103,50,302.5,15125.0,6.0,20230806.0,Received
1660,20231023,1,103,50,302.5,15125.0,9.0,20231101.0,Received
1661,20231221,1,103,50,302.5,15125.0,11.0,20240101.0,Received
1662,20240224,1,103,50,302.5,15125.0,8.0,20240303.0,Received
1663,20240422,1,103,50,302.5,15125.0,6.0,20240428.0,Received
1664,20240716,1,103,50,302.5,15125.0,6.0,20240722.0,Received
1665,20240929,1,103,50,302.5,15125.0,5.0,20241004.0,Received
1666,20241227,1,103,50,302.5,15125.0,,,Cancelled
1667,20250313,1,103,50,302.5,15125.0,6.0,20250319.0,Received
1668,20250507,1,103,50,302.5,15125.0,11.0,20250518.0,Received
1669,20250703,1,103,50,302.5,15125.0,10.0,20250713.0,Received
1670,20250919,1,103,50,302.5,15125.0,11.0,20250930.0,Received
1671,20251106,1,103,50,302.5,15125.0,11.0,20251117.0,Received
1672,20260120,1,103,50,302.5,15125.0,11.0,20260131.0,Received
1673,20230218,1,104,50,302.5,15125.0,7.0,20230225.0,Received
1674,20230515,1,104,50,302.5,15125.0,7.0,20230522.0,Received
1675,20230727,1,104,50,302.5,15125.0,11.0,20230807.0,Received
1676,20231008,1,104,50,302.5,15125.0,11.0,20231019.0,Received
1677,20231215,1,104,50,302.5,15125.0,7.0,20231222.0,Received
1678,20240220,1,104,50,302.5,15125.0,,,Confirmed
1679,20240417,1,104,50,302.5,15125.0,6.0,20240423.0,Received
1680,20240706,1,104,50,302.5,15125.0,5.0,20240711.0,Received
1681,20240820,1,104,50,302.5,15125.0,7.0,20240827.0,Received
1682,20241115,1,104,50,302.5,15125.0,7.0,20241122.0,Received
1683,20250128,1,104,50,302.5,15125.0,11.0,20250208.0,Received
1684,20250417,1,104,50,302.5,15125.0,5.0,20250422.0,Received
1685,20250618,1,104,50,302.5,15125.0,7.0,20250625.0,Received
1686,20250811,1,104,50,302.5,15125.0,11.0,20250822.0,Received
1687,20251019,1,104,50,302.5,15125.0,5.0,20251024.0,Received
1688,20260107,1,104,50,302.5,15125.0,11.0,20260118.0,Received
1689,20230216,1,105,50,302.5,15125.0,5.0,20230221.0,Received
1690,20230502,1,105,50,302.5,15125.0,,,Confirmed
1691,20230704,1,105,50,302.5,15125.0,7.0,20230711.0,Received
1692,20230912,1,105,50,302.5,15125.0,6.0,20230918.0,Received
1693,20231202,1,105,50,302.5,15125.0,10.0,20231212.0,Received
1694,20240224,1,105,50,302.5,15125.0,8.0,20240303.0,Received
1695,20240413,1,105,50,302.5,15125.0,9.0,20240422.0,Received
1696,20240704,1,105,50,302.5,15125.0,10.0,20240714.0,Received
1697,20240914,1,105,50,302.5,15125.0,7.0,20240921.0,Received
1698,20241211,1,105,50,302.5,15125.0,5.0,20241216.0,Received
1699,20250212,1,105,50,302.5,15125.0,5.0,20250217.0,Received
1700,20250418,1,105,50,302.5,15125.0,5.0,20250423.0,Received
1701,20250714,1,105,50,302.5,15125.0,8.0,20250722.0,Received
1702,20250919,1,105,50,302.5,15125.0,7.0,20250926.0,Received
1703,20251206,1,105,50,302.5,15125.0,6.0,20251212.0,Received
1704,20230309,1,106,50,302.5,15125.0,9.0,20230318.0,Received
1705,20230604,1,106,50,302.5,15125.0,11.0,20230615.0,Received
1706,20230802,1,106,50,302.5,15125.0,8.0,20230810.0,Received
1707,20231030,1,106,50,302.5,15125.0,10.0,20231109.0,Received
1708,20231218,1,106,50,302.5,15125.0,7.0,20231225.0,Received
1709,20240314,1,106,50,302.5,15125.0,6.0,20240320.0,Received
1710,20240529,1,106,50,302.5,15125.0,9.0,20240607.0,Received
1711,20240723,1,106,50,302.5,15125.0,11.0,20240803.0,Received
1712,20240922,1,106,50,302.5,15125.0,5.0,20240927.0,Received
1713,20241110,1,106,50,302.5,15125.0,6.0,20241116.0,Received
1714,20250131,1,106,50,302.5,15125.0,8.0,20250208.0,Received
1715,20250423,1,106,50,302.5,15125.0,,,Confirmed
1716,20250625,1,106,50,302.5,15125.0,9.0,20250704.0,Received
1717,20250909,1,106,50,302.5,15125.0,5.0,20250914.0,Received
1718,20251121,1,106,50,302.5,15125.0,7.0,20251128.0,Received
1719,20230307,1,107,50,302.5,15125.0,9.0,20230316.0,Received
1720,20230429,1,107,50,302.5,15125.0,5.0,20230504.0,Received
1721,20230722,1,107,50,302.5,15125.0,10.0,20230801.0,Received
1722,20231007,1,107,50,302.5,15125.0,7.0,20231014.0,Received
1723,20231130,1,107,50,302.5,15125.0,9.0,20231209.0,Received
1724,20240221,1,107,50,302.5,15125.0,5.0,20240226.0,Received
1725,20240408,1,107,50,302.5,15125.0,9.0,20240417.0,Received
1726,20240613,1,107,50,302.5,15125.0,6.0,20240619.0,Received
1727,20240904,1,107,50,302.5,15125.0,9.0,20240913.0,Received
1728,20241125,1,107,50,302.5,15125.0,11.0,20241206.0,Received
1729,20250118,1,107,50,302.5,15125.0,9.0,20250127.0,Received
1730,20250321,1,107,50,302.5,15125.0,7.0,20250328.0,Received
1731,20250515,1,107,50,302.5,15125.0,7.0,20250522.0,Received
1732,20250721,1,107,50,302.5,15125.0,10.0,20250731.0,Received
1733,20251009,1,107,50,302.5,15125.0,5.0,20251014.0,Received
1734,20260104,1,107,50,302.5,15125.0,7.0,20260111.0,Received
1735,20230323,1,108,50,302.5,15125.0,9.0,20230401.0,Received
1736,20230608,1,108,50,302.5,15125.0,,,Cancelled
1737,20230829,1,108,50,302.5,15125.0,10.0,20230908.0,Received
1738,20231116,1,108,50,302.5,15125.0,11.0,20231127.0,Received
1739,20240103,1,108,50,302.5,15125.0,7.0,20240110.0,Received
1740,20240225,1,108,50,302.5,15125.0,9.0,20240305.0,Received
1741,20240501,1,108,50,302.5,15125.0,11.0,20240512.0,Received
1742,20240713,1,108,50,302.5,15125.0,9.0,20240722.0,Received
1743,20240923,1,108,50,302.5,15125.0,11.0,20241004.0,Received
1744,20241209,1,108,50,302.5,15125.0,9.0,20241218.0,Received
1745,20250302,1,108,50,302.5,15125.0,5.0,20250307.0,Received
1746,20250504,1,108,50,302.5,15125.0,11.0,20250515.0,Received
1747,20250710,1,108,50,302.5,15125.0,8.0,20250718.0,Received
1748,20250915,1,108,50,302.5,15125.0,9.0,20250924.0,Received
1749,20251205,1,108,50,302.5,15125.0,,,Cancelled
1750,20230319,1,109,57,302.5,17242.5,6.0,20230325.0,Received
1751,20230609,1,109,57,302.5,17242.5,7.0,20230616.0,Received
1752,20230812,1,109,57,302.5,17242.5,10.0,20230822.0,Received
1753,20231008,1,109,57,302.5,17242.5,11.0,20231019.0,Received
1754,20231218,1,109,57,302.5,17242.5,7.0,20231225.0,Received
1755,20240213,1,109,57,302.5,17242.5,11.0,20240224.0,Received
1756,20240416,1,109,57,302.5,17242.5,9.0,20240425.0,Received
1757,20240713,1,109,57,302.5,17242.5,11.0,20240724.0,Received
1758,20240829,1,109,57,302.5,17242.5,10.0,20240908.0,Received
1759,20241114,1,109,57,302.5,17242.5,6.0,20241120.0,Received
1760,20250207,1,109,57,302.5,17242.5,7.0,20250214.0,Received
1761,20250331,1,109,57,302.5,17242.5,11.0,20250411.0,Received
1762,20250608,1,109,57,302.5,17242.5,7.0,20250615.0,Received
1763,20250821,1,109,57,302.5,17242.5,5.0,20250826.0,Received
1764,20251026,1,109,57,302.5,17242.5,11.0,20251106.0,Received
1765,20260101,1,109,57,302.5,17242.5,7.0,20260108.0,Received
1766,20230329,1,110,50,302.5,15125.0,10.0,20230408.0,Received
1767,20230623,1,110,50,302.5,15125.0,,,Confirmed
1768,20230829,1,110,50,302.5,15125.0,,,Cancelled
1769,20231108,1,110,50,302.5,15125.0,7.0,20231115.0,Received
1770,20240102,1,110,50,302.5,15125.0,,,Confirmed
1771,20240327,1,110,50,302.5,15125.0,9.0,20240405.0,Received
1772,20240523,1,110,50,302.5,15125.0,11.0,20240603.0,Received
1773,20240807,1,110,50,302.5,15125.0,,,Confirmed
1774,20240928,1,110,50,302.5,15125.0,6.0,20241004.0,Received
1775,20241117,1,110,50,302.5,15125.0,10.0,20241127.0,Received
1776,20250119,1,110,50,302.5,15125.0,5.0,20250124.0,Received
1777,20250406,1,110,50,302.5,15125.0,6.0,20250412.0,Received
1778,20250626,1,110,50,302.5,15125.0,10.0,20250706.0,Received
1779,20250906,1,110,50,302.5,15125.0,5.0,20250911.0,Received
1780,20251021,1,110,50,302.5,15125.0,5.0,20251026.0,Received
1781,20260101,1,110,50,302.5,15125.0,7.0,20260108.0,Received
1782,20230327,1,111,50,302.5,15125.0,6.0,20230402.0,Received
1783,20230520,1,111,50,302.5,15125.0,10.0,20230530.0,Received
1784,20230715,1,111,50,302.5,15125.0,,,Cancelled
1785,20231007,1,111,50,302.5,15125.0,11.0,20231018.0,Received
1786,20231125,1,111,50,302.5,15125.0,8.0,20231203.0,Received
1787,20240122,1,111,50,302.5,15125.0,6.0,20240128.0,Received
1788,20240408,1,111,50,302.5,15125.0,9.0,20240417.0,Received
1789,20240531,1,111,50,302.5,15125.0,10.0,20240610.0,Received
1790,20240804,1,111,50,302.5,15125.0,9.0,20240813.0,Received
1791,20240930,1,111,50,302.5,15125.0,11.0,20241011.0,Received
1792,20241214,1,111,50,302.5,15125.0,6.0,20241220.0,Received
1793,20250202,1,111,50,302.5,15125.0,6.0,20250208.0,Received
1794,20250414,1,111,50,302.5,15125.0,8.0,20250422.0,Received
1795,20250708,1,111,50,302.5,15125.0,8.0,20250716.0,Received
1796,20250822,1,111,50,302.5,15125.0,5.0,20250827.0,Received
1797,20251025,1,111,50,302.5,15125.0,6.0,20251031.0,Received
1798,20260121,1,111,50,302.5,15125.0,5.0,20260126.0,Received
1799,20230218,1,112,50,302.5,15125.0,10.0,20230228.0,Received
1800,20230508,1,112,50,302.5,15125.0,5.0,20230513.0,Received
1801,20230712,1,112,50,302.5,15125.0,,,Confirmed
1802,20230826,1,112,50,302.5,15125.0,10.0,20230905.0,Received
1803,20231015,1,112,50,302.5,15125.0,5.0,20231020.0,Received
1804,20240103,1,112,50,302.5,15125.0,9.0,20240112.0,Received
1805,20240315,1,112,50,302.5,15125.0,10.0,20240325.0,Received
1806,20240520,1,112,50,302.5,15125.0,8.0,20240528.0,Received
1807,20240711,1,112,50,302.5,15125.0,5.0,20240716.0,Received
1808,20240913,1,112,50,302.5,15125.0,8.0,20240921.0,Received
1809,20241115,1,112,50,302.5,15125.0,5.0,20241120.0,Received
1810,20250105,1,112,50,302.5,15125.0,11.0,20250116.0,Received
1811,20250328,1,112,50,302.5,15125.0,9.0,20250406.0,Received
1812,20250617,1,112,50,302.5,15125.0,6.0,20250623.0,Received
1813,20250901,1,112,50,302.5,15125.0,,,Cancelled
1814,20251105,1,112,50,302.5,15125.0,6.0,20251111.0,Received
1815,20260101,1,112,50,302.5,15125.0,5.0,20260106.0,Received
1816,20230303,1,113,50,302.5,15125.0,10.0,20230313.0,Received
1817,20230519,1,113,50,302.5,15125.0,11.0,20230530.0,Received
1818,20230705,1,113,50,302.5,15125.0,11.0,20230716.0,Received
1819,20230828,1,113,50,302.5,15125.0,9.0,20230906.0,Received
1820,20231113,1,113,50,302.5,15125.0,,,Cancelled
1821,20240108,1,113,50,302.5,15125.0,10.0,20240118.0,Received
1822,20240307,1,113,50,302.5,15125.0,5.0,20240312.0,Received
1823,20240528,1,113,50,302.5,15125.0,10.0,20240607.0,Received
1824,20240719,1,113,50,302.5,15125.0,5.0,20240724.0,Received
1825,20241009,1,113,50,302.5,15125.0,11.0,20241020.0,Received
1826,20241224,1,113,50,302.5,15125.0,8.0,20250101.0,Received
1827,20250305,1,113,50,302.5,15125.0,11.0,20250316.0,Received
1828,20250510,1,113,50,302.5,15125.0,8.0,20250518.0,Received
1829,20250722,1,113,50,302.5,15125.0,11.0,20250802.0,Received
1830,20250927,1,113,50,302.5,15125.0,10.0,20251007.0,Received
1831,20251212,1,113,50,302.5,15125.0,5.0,20251217.0,Received
1832,20230215,1,114,50,302.5,15125.0,11.0,20230226.0,Received
1833,20230429,1,114,50,302.5,15125.0,,,Cancelled
1834,20230706,1,114,50,302.5,15125.0,8.0,20230714.0,Received
1835,20230916,1,114,50,302.5,15125.0,11.0,20230927.0,Received
1836,20231125,1,114,50,302.5,15125.0,9.0,20231204.0,Received
1837,20240123,1,114,50,302.5,15125.0,5.0,20240128.0,Received
1838,20240418,1,114,50,302.5,15125.0,9.0,20240427.0,Received
1839,20240618,1,114,50,302.5,15125.0,5.0,20240623.0,Received
1840,20240816,1,114,50,302.5,15125.0,10.0,20240826.0,Received
1841,20241112,1,114,50,302.5,15125.0,6.0,20241118.0,Received
1842,20241229,1,114,50,302.5,15125.0,7.0,20250105.0,Received
1843,20250328,1,114,50,302.5,15125.0,10.0,20250407.0,Received
1844,20250518,1,114,50,302.5,15125.0,,,Cancelled
1845,20250813,1,114,50,302.5,15125.0,10.0,20250823.0,Received
1846,20251006,1,114,50,302.5,15125.0,6.0,20251012.0,Received
1847,20251228,1,114,50,302.5,15125.0,10.0,20260107.0,Received
1848,20230222,1,115,50,302.5,15125.0,9.0,20230303.0,Received
1849,20230430,1,115,50,302.5,15125.0,,,Cancelled
1850,20230629,1,115,50,302.5,15125.0,11.0,20230710.0,Received
1851,20230829,1,115,50,302.5,15125.0,5.0,20230903.0,Received
1852,20231121,1,115,50,302.5,15125.0,,,Cancelled
1853,20240216,1,115,50,302.5,15125.0,6.0,20240222.0,Received
1854,20240418,1,115,50,302.5,15125.0,11.0,20240429.0,Received
1855,20240716,1,115,50,302.5,15125.0,10.0,20240726.0,Received
1856,20240924,1,115,50,302.5,15125.0,11.0,20241005.0,Received
1857,20241214,1,115,50,302.5,15125.0,8.0,20241222.0,Received
1858,20250212,1,115,50,302.5,15125.0,,,Cancelled
1859,20250409,1,115,50,302.5,15125.0,8.0,20250417.0,Received
1860,20250529,1,115,50,302.5,15125.0,8.0,20250606.0,Received
1861,20250719,1,115,50,302.5,15125.0,10.0,20250729.0,Received
1862,20250910,1,115,50,302.5,15125.0,9.0,20250919.0,Received
1863,20251127,1,115,50,302.5,15125.0,5.0,20251202.0,Received
1864,20230224,1,116,50,302.5,15125.0,9.0,20230305.0,Received
1865,20230517,1,116,50,302.5,15125.0,,,Cancelled
1866,20230726,1,116,50,302.5,15125.0,9.0,20230804.0,Received
1867,20230911,1,116,50,302.5,15125.0,9.0,20230920.0,Received
1868,20231113,1,116,50,302.5,15125.0,10.0,20231123.0,Received
1869,20240111,1,116,50,302.5,15125.0,11.0,20240122.0,Received
1870,20240323,1,116,50,302.5,15125.0,8.0,20240331.0,Received
1871,20240603,1,116,50,302.5,15125.0,6.0,20240609.0,Received
1872,20240808,1,116,50,302.5,15125.0,,,Cancelled
1873,20241102,1,116,50,302.5,15125.0,6.0,20241108.0,Received
1874,20250128,1,116,50,302.5,15125.0,8.0,20250205.0,Received
1875,20250408,1,116,50,302.5,15125.0,6.0,20250414.0,Received
1876,20250621,1,116,50,302.5,15125.0,6.0,20250627.0,Received
1877,20250818,1,116,50,302.5,15125.0,5.0,20250823.0,Received
1878,20251114,1,116,50,302.5,15125.0,7.0,20251121.0,Received
1879,20230331,1,117,50,302.5,15125.0,6.0,20230406.0,Received
1880,20230622,1,117,50,302.5,15125.0,9.0,20230701.0,Received
1881,20230824,1,117,50,302.5,15125.0,10.0,20230903.0,Received
1882,20231009,1,117,50,302.5,15125.0,7.0,20231016.0,Received
1883,20231203,1,117,50,302.5,15125.0,9.0,20231212.0,Received
1884,20240214,1,117,50,302.5,15125.0,6.0,20240220.0,Received
1885,20240330,1,117,50,302.5,15125.0,8.0,20240407.0,Received
1886,20240527,1,117,50,302.5,15125.0,7.0,20240603.0,Received
1887,20240715,1,117,50,302.5,15125.0,6.0,20240721.0,Received
1888,20240926,1,117,50,302.5,15125.0,5.0,20241001.0,Received
1889,20241111,1,117,50,302.5,15125.0,5.0,20241116.0,Received
1890,20250103,1,117,50,302.5,15125.0,11.0,20250114.0,Received
1891,20250225,1,117,50,302.5,15125.0,11.0,20250308.0,Received
1892,20250423,1,117,50,302.5,15125.0,8.0,20250501.0,Received
1893,20250613,1,117,50,302.5,15125.0,11.0,20250624.0,Received
1894,20250815,1,117,50,302.5,15125.0,8.0,20250823.0,Received
1895,20251028,1,117,50,302.5,15125.0,9.0,20251106.0,Received
1896,20260105,1,117,50,302.5,15125.0,11.0,20260116.0,Received
1897,20230224,1,118,50,302.5,15125.0,7.0,20230303.0,Received
1898,20230515,1,118,50,302.5,15125.0,8.0,20230523.0,Received
1899,20230710,1,118,50,302.5,15125.0,10.0,20230720.0,Received
1900,20230913,1,118,50,302.5,15125.0,8.0,20230921.0,Received
1901,20231108,1,118,50,302.5,15125.0,10.0,20231118.0,Received
1902,20231224,1,118,50,302.5,15125.0,10.0,20240103.0,Received
1903,20240220,1,118,50,302.5,15125.0,11.0,20240302.0,Received
1904,20240519,1,118,50,302.5,15125.0,6.0,20240525.0,Received
1905,20240711,1,118,50,302.5,15125.0,,,Confirmed
1906,20240923,1,118,50,302.5,15125.0,8.0,20241001.0,Received
1907,20241124,1,118,50,302.5,15125.0,8.0,20241202.0,Received
1908,20250220,1,118,50,302.5,15125.0,9.0,20250301.0,Received
1909,20250520,1,118,50,302.5,15125.0,11.0,20250531.0,Received
1910,20250713,1,118,50,302.5,15125.0,5.0,20250718.0,Received
1911,20251003,1,118,50,302.5,15125.0,7.0,20251010.0,Received
1912,20251202,1,118,50,302.5,15125.0,6.0,20251208.0,Received
1913,20230323,1,119,50,302.5,15125.0,5.0,20230328.0,Received
1914,20230604,1,119,50,302.5,15125.0,8.0,20230612.0,Received
1915,20230829,1,119,50,302.5,15125.0,11.0,20230909.0,Received
1916,20231110,1,119,50,302.5,15125.0,9.0,20231119.0,Received
1917,20240112,1,119,50,302.5,15125.0,5.0,20240117.0,Received
1918,20240408,1,119,50,302.5,15125.0,9.0,20240417.0,Received
1919,20240609,1,119,50,302.5,15125.0,9.0,20240618.0,Received
1920,20240801,1,119,50,302.5,15125.0,10.0,20240811.0,Received
1921,20241014,1,119,50,302.5,15125.0,10.0,20241024.0,Received
1922,20241231,1,119,50,302.5,15125.0,5.0,20250105.0,Received
1923,20250221,1,119,50,302.5,15125.0,8.0,20250301.0,Received
1924,20250421,1,119,50,302.5,15125.0,6.0,20250427.0,Received
1925,20250705,1,119,50,302.5,15125.0,10.0,20250715.0,Received
1926,20250917,1,119,50,302.5,15125.0,11.0,20250928.0,Received
1927,20251128,1,119,50,302.5,15125.0,8.0,20251206.0,Received
1928,20230216,1,120,50,302.5,15125.0,10.0,20230226.0,Received
1929,20230513,1,120,50,302.5,15125.0,10.0,20230523.0,Received
1930,20230702,1,120,50,302.5,15125.0,6.0,20230708.0,Received
1931,20230916,1,120,50,302.5,15125.0,8.0,20230924.0,Received
1932,20231125,1,120,50,302.5,15125.0,9.0,20231204.0,Received
1933,20240117,1,120,50,302.5,15125.0,6.0,20240123.0,Received
1934,20240324,1,120,50,302.5,15125.0,5.0,20240329.0,Received
1935,20240524,1,120,50,302.5,15125.0,10.0,20240603.0,Received
1936,20240713,1,120,50,302.5,15125.0,6.0,20240719.0,Received
1937,20240910,1,120,50,302.5,15125.0,8.0,20240918.0,Received
1938,20241205,1,120,50,302.5,15125.0,9.0,20241214.0,Received
1939,20250125,1,120,50,302.5,15125.0,9.0,20250203.0,Received
1940,20250319,1,120,50,302.5,15125.0,6.0,20250325.0,Received
1941,20250514,1,120,50,302.5,15125.0,6.0,20250520.0,Received
1942,20250808,1,120,50,302.5,15125.0,9.0,20250817.0,Received
1943,20250930,1,120,50,302.5,15125.0,5.0,20251005.0,Received
1944,20251216,1,120,50,302.5,15125.0,6.0,20251222.0,Received
1945,20230215,1,121,50,302.5,15125.0,8.0,20230223.0,Received
1946,20230407,1,121,50,302.5,15125.0,8.0,20230415.0,Received
1947,20230704,1,121,50,302.5,15125.0,10.0,20230714.0,Received
1948,20230825,1,121,50,302.5,15125.0,8.0,20230902.0,Received
1949,20231030,1,121,50,302.5,15125.0,7.0,20231106.0,Received
1950,20240111,1,121,50,302.5,15125.0,5.0,20240116.0,Received
1951,20240408,1,121,50,302.5,15125.0,5.0,20240413.0,Received
1952,20240601,1,121,50,302.5,15125.0,8.0,20240609.0,Received
1953,20240725,1,121,50,302.5,15125.0,8.0,20240802.0,Received
1954,20241009,1,121,50,302.5,15125.0,,,Confirmed
1955,20250104,1,121,50,302.5,15125.0,10.0,20250114.0,Received
1956,20250323,1,121,50,302.5,15125.0,,,Confirmed
1957,20250608,1,121,50,302.5,15125.0,7.0,20250615.0,Received
1958,20250813,1,121,50,302.5,15125.0,10.0,20250823.0,Received
1959,20251008,1,121,50,302.5,15125.0,6.0,20251014.0,Received
1960,20251213,1,121,50,302.5,15125.0,9.0,20251222.0,Received
1961,20230309,1,122,50,302.5,15125.0,11.0,20230320.0,Received
1962,20230522,1,122,50,302.5,15125.0,10.0,20230601.0,Received
1963,20230807,1,122,50,302.5,15125.0,11.0,20230818.0,Received
1964,20231007,1,122,50,302.5,15125.0,,,Cancelled
1965,20231213,1,122,50,302.5,15125.0,11.0,20231224.0,Received
1966,20240226,1,122,50,302.5,15125.0,7.0,20240304.0,Received
1967,20240426,1,122,50,302.5,15125.0,7.0,20240503.0,Received
1968,20240625,1,122,50,302.5,15125.0,7.0,20240702.0,Received
1969,20240823,1,122,50,302.5,15125.0,9.0,20240901.0,Received
1970,20241119,1,122,50,302.5,15125.0,9.0,20241128.0,Received
1971,20250109,1,122,50,302.5,15125.0,7.0,20250116.0,Received
1972,20250317,1,122,50,302.5,15125.0,6.0,20250323.0,Received
1973,20250606,1,122,50,302.5,15125.0,5.0,20250611.0,Received
1974,20250814,1,122,50,302.5,15125.0,6.0,20250820.0,Received
1975,20251002,1,122,50,302.5,15125.0,9.0,20251011.0,Received
1976,20251118,1,122,50,302.5,15125.0,,,Cancelled
1977,20260109,1,122,50,302.5,15125.0,10.0,20260119.0,Received
1978,20230217,1,123,50,231.00000000000003,11550.000000000002,8.0,20230225.0,Received
1979,20230403,1,123,50,231.00000000000003,11550.000000000002,10.0,20230413.0,Received
1980,20230519,1,123,50,231.00000000000003,11550.000000000002,,,Cancelled
1981,20230722,1,123,50,231.00000000000003,11550.000000000002,8.0,20230730.0,Received
1982,20230909,1,123,50,231.00000000000003,11550.000000000002,,,Confirmed
1983,20231202,1,123,50,231.00000000000003,11550.000000000002,7.0,20231209.0,Received
1984,20240118,1,123,50,231.00000000000003,11550.000000000002,5.0,20240123.0,Received
1985,20240313,1,123,50,231.00000000000003,11550.000000000002,10.0,20240323.0,Received
1986,20240603,1,123,50,231.00000000000003,11550.000000000002,10.0,20240613.0,Received
1987,20240830,1,123,50,231.00000000000003,11550.000000000002,11.0,20240910.0,Received
1988,20241119,1,123,50,231.00000000000003,11550.000000000002,7.0,20241126.0,Received
1989,20250115,1,123,50,231.00000000000003,11550.000000000002,8.0,20250123.0,Received
1990,20250403,1,123,50,231.00000000000003,11550.000000000002,10.0,20250413.0,Received
1991,20250624,1,123,50,231.00000000000003,11550.000000000002,6.0,20250630.0,Received
1992,20250812,1,123,50,231.00000000000003,11550.000000000002,6.0,20250818.0,Received
1993,20251029,1,123,50,231.00000000000003,11550.000000000002,5.0,20251103.0,Received
1994,20251222,1,123,50,231.00000000000003,11550.000000000002,9.0,20251231.0,Received
1995,20230310,1,124,50,231.00000000000003,11550.000000000002,5.0,20230315.0,Received
1996,20230513,1,124,50,231.00000000000003,11550.000000000002,9.0,20230522.0,Received
1997,20230713,1,124,50,231.00000000000003,11550.000000000002,6.0,20230719.0,Received
1998,20231007,1,124,50,231.00000000000003,11550.000000000002,11.0,20231018.0,Received
1999,20240103,1,124,50,231.00000000000003,11550.000000000002,11.0,20240114.0,Received
2000,20240321,1,124,50,231.00000000000003,11550.000000000002,,,Cancelled
2001,20240528,1,124,50,231.00000000000003,11550.000000000002,8.0,20240605.0,Received
2002,20240722,1,124,50,231.00000000000003,11550.000000000002,8.0,20240730.0,Received
2003,20240918,1,124,50,231.00000000000003,11550.000000000002,10.0,20240928.0,Received
2004,20241123,1,124,50,231.00000000000003,11550.000000000002,8.0,20241201.0,Received
2005,20250115,1,124,50,231.00000000000003,11550.000000000002,10.0,20250125.0,Received
2006,20250320,1,124,50,231.00000000000003,11550.000000000002,6.0,20250326.0,Received
2007,20250529,1,124,50,231.00000000000003,11550.000000000002,10.0,20250608.0,Received
2008,20250811,1,124,50,231.00000000000003,11550.000000000002,8.0,20250819.0,Received
2009,20251031,1,124,50,231.00000000000003,11550.000000000002,6.0,20251106.0,Received
2010,20251230,1,124,50,231.00000000000003,11550.000000000002,8.0,20260107.0,Received
2011,20230225,1,125,50,231.00000000000003,11550.000000000002,9.0,20230306.0,Received
2012,20230510,1,125,50,231.00000000000003,11550.000000000002,5.0,20230515.0,Received
2013,20230714,1,125,50,231.00000000000003,11550.000000000002,,,Cancelled
